2025. 06. 17. 19:27:04 : Starting Network Model Serivice...
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000003).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000004).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000002).
2025. 06. 17. 19:27:04 : Failed to insert entity because entity with specified GID (0000000500000002) already exists in network model.
2025. 06. 17. 19:27:04 : Error while applying delta (id = 2) during service initialization. Failed to insert entity because entity with specified GID (0000000500000002) already exists in network model.
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000007).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000008).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000009).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000009).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000000a).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000000b).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000000c).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000009).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000000a).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000000b).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000000c).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000005).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000006).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000003).
2025. 06. 17. 19:27:04 : Failed to insert entity because entity with specified GID (0000000500000003) already exists in network model.
2025. 06. 17. 19:27:04 : Error while applying delta (id = 3) during service initialization. Failed to insert entity because entity with specified GID (0000000500000003) already exists in network model.
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000010000000a).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000010000000b).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000010000000c).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000000d).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000000e).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000000f).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000010).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000000d).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000000e).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000000f).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000010).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000007).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000008).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000004).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000005).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000006).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000004).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000005).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000006).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000010000000d).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000010000000e).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000010000000f).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000011).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000012).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000013).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000014).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000011).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000012).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000013).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000014).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000009).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000040000000a).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000007).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000008).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000009).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000007).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000008).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000009).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000010).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000011).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000012).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000015).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000016).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000017).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000018).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000015).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000016).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000017).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000018).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000040000000b).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000040000000c).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000050000000a).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000050000000b).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000050000000c).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000060000000a).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000060000000b).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000060000000c).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000013).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000014).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000015).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000019).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000001a).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000001b).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000001c).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000019).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000001a).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000001b).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000001c).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000040000000d).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000040000000e).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000050000000d).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000050000000e).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000050000000f).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000060000000d).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000060000000e).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000060000000f).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000016).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000017).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000018).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000001d).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000001e).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000001f).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000020).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000001d).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000001e).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000001f).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000020).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000040000000f).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000010).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000010).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000011).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000012).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000010).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000011).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000012).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000019).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000010000001a).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000010000001b).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000021).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000022).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000023).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000024).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000021).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000022).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000023).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000024).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000011).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000012).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000013).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000014).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000015).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000013).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000014).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000015).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000010000001c).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000010000001d).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000010000001e).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000025).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000026).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000027).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000028).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000025).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000026).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000027).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000028).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000013).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000014).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000016).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000017).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000018).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000016).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000017).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000018).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000010000001f).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000020).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000100000021).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000200000029).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000002a).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000002b).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000020000002c).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000300000029).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000002a).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000002b).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000030000002c).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000015).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000400000016).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000500000019).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000050000001a).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000050000001b).
2025. 06. 17. 19:27:04 : Inserting entity with GID (0000000600000019).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000060000001a).
2025. 06. 17. 19:27:04 : Inserting entity with GID (000000060000001b).
2025. 06. 17. 19:27:06 : The communication object, System.ServiceModel.ServiceHost, cannot be used for communication because it is in the Faulted state.
2025. 06. 17. 19:27:06 : NetworkModelService failed.
2025. 06. 17. 19:27:06 :    at System.ServiceModel.Channels.CommunicationObject.Close(TimeSpan timeout)
   at System.ServiceModel.Channels.CommunicationObject.Close()
   at FTN.Services.NetworkModelService.NetworkModelService.CloseHosts() in D:\Fakultet\IV godina\modeli pod\PROJEKAT\Projekat\MPPM\ModelLabsProjekat\ModelLabs\NetworkModelService\NetworkModelService.cs:line 90
   at FTN.Services.NetworkModelService.NetworkModelService.Dispose() in D:\Fakultet\IV godina\modeli pod\PROJEKAT\Projekat\MPPM\ModelLabsProjekat\ModelLabs\NetworkModelService\NetworkModelService.cs:line 28
   at FTN.Services.NetworkModelService.Program.Main(String[] args) in D:\Fakultet\IV godina\modeli pod\PROJEKAT\Projekat\MPPM\ModelLabsProjekat\ModelLabs\NetworkModelService\ServiceHost\NetworkModelServiceSelfHost\Program.cs:line 25
